indice,Imp_Cons_03,Imp_Cons_08,Imp_Cons_09,Imp_Sal_07,Imp_Sal_08,Imp_Sal_09,Imp_Sal_10,Imp_Sal_19,Imp_Sal_21,Num_Oper_06,Socio_Demo_03,Imp_Sal_20,Num_Oper_05
228,306.666667,0.0,0.0,0.0,4397.493333,872.866667,20.446667,17200.0,19219.036667,1.0,30.96,0.0,8.0
229,350.0,0.0,0.0,0.0,1448.923333,1200.79,299.41,8058.253333,9765.426667,2.0,66.81,2480.156667,14.0
230,566.666667,36.0,0.0,0.0,1118.1,1361.283333,158.33,1038.843333,632.7,1.0,50.08,0.0,12.0
231,0.0,0.0,0.0,0.0,17291.123333,17490.273333,372.8,21429.323333,54478.886667,3.0,71.17,806.8,16.0
232,0.0,0.0,0.0,0.0,891.083333,778.87,94.94,31.926667,214.943333,2.0,51.29,66269.89,18.0
233,0.0,0.0,0.0,0.0,75.106667,157.97,48.5,9163.47,65606.5,1.0,76.84,0.0,1.0
234,20.0,27.25,18.566667,0.0,5131.746667,4281.816667,544.46,1331.87,1762.853333,3.0,39.33,27867.676667,41.0
235,0.0,0.0,0.0,0.0,1231.373333,2345.87,51.27,3513.026667,3131.99,2.0,68.23,0.0,7.0
236,185.0,39.896,0.0,0.0,1558.23,1457.036667,294.683333,1521.66,3171.383333,3.0,55.29,0.0,20.0
237,199.090909,35.555556,20.92,0.0,1602.793333,2618.423333,0.0,1016.673333,499.95,1.0,37.15,0.0,23.0
238,0.0,0.0,0.0,0.0,55.933333,0.023333,44.59,0.023333,7.955,0.0,18.72,0.0,2.0
239,0.0,43.7525,214.075,0.0,47418.916667,46037.333333,567.603333,24385.52,159320.643333,4.0,73.85,1194.583333,14.0
240,0.0,0.0,0.0,0.0,1966.506667,989.546667,0.0,3989.01,4411.21,1.0,39.81,0.0,3.0
241,595.833333,58.127273,60.5,0.0,5697.963333,5638.44,254.386667,1313.296667,1018.893333,4.0,49.25,81128.22,35.0
242,0.0,0.0,0.0,0.0,1235.283333,1221.636667,675.226667,119.44,189.82,7.0,53.2,0.0,12.0
243,0.0,0.0,0.0,0.0,508.333333,510.16,0.0,21.856667,18.576667,1.0,70.97,510.16,1.0
244,842.0,0.0,0.0,0.0,241.933333,238.323333,0.0,56.3,61.576667,1.0,39.17,0.0,7.0
245,263.333333,119.4825,37.52,0.0,1614.343333,1643.786667,114.343333,2216.456667,2379.493333,2.0,33.57,89200.533333,17.0
246,320.0,36.15,37.85,0.0,339.476667,339.02,0.0,1.306667,19.366667,1.0,49.76,0.0,15.0
247,151.111111,37.5,0.0,0.0,962.06,1388.743333,275.51,2026.44,11154.776667,2.0,55.91,13893.046667,8.0
248,0.0,0.0,0.0,0.0,15.0,23.74,0.0,16.97,14.713333,1.0,88.23,0.0,1.0
249,985.833333,24.933333,38.55,0.0,1878.633333,1083.466667,75.746667,205.38,84.446667,3.0,50.98,9858.853333,21.0
250,950.0,102.92875,74.8,0.0,1655.886667,1254.02,353.13,9895.543333,45309.513333,2.0,65.03,1471.356667,18.0
251,218.333333,78.4725,115.728571,0.0,1.666667,250.0,0.0,657.53,830.6,0.0,24.18,0.0,0.0
252,0.0,0.0,0.0,0.0,1545.086667,800.71,280.29,15874.996667,15950.21,1.0,72.47,769.93,14.0
253,0.0,0.0,0.0,0.0,2527.91,2416.63,0.0,1470.506667,320.586667,1.0,52.77,0.0,16.0
254,240.0,120.904167,42.433333,0.0,15606.563333,14323.65,734.633333,11101.273333,25629.013333,38.0,46.01,445.29,49.0
255,185.0,81.118333,0.0,0.0,3292.403333,3230.233333,511.63,17037.563333,27391.513333,5.0,67.04,103634.143333,25.0
256,749.166667,0.0,0.0,0.0,573.11,772.573333,108.755,672.703333,326.046667,2.0,67.58,589.893333,6.0
257,240.0,0.0,0.0,0.0,1853.973333,1854.223333,258.193333,6.143333,19.856667,8.0,63.35,894.533333,13.0
258,318.333333,76.444,29.175,0.0,3909.52,4682.823333,141.2,21710.386667,25083.38,25.0,36.73,125000.83,63.0
259,0.0,0.0,0.0,0.0,3135.95,7581.33,376.443333,10629.89,6053.26,6.0,72.84,2455.0,23.0
260,461.25,47.632,47.95,0.0,1849.423333,2652.866667,422.64,9795.353333,8198.146667,4.0,69.15,2543.773333,14.0
261,0.0,0.0,0.0,0.0,1176.04,1012.506667,579.95,853.443333,5672.033333,2.0,61.01,0.0,12.0
262,0.0,0.0,0.0,0.0,946.666667,948.116667,0.0,1.45,62.016667,0.0,57.46,438.336667,1.0
263,0.0,0.0,0.0,0.0,954.92,865.363333,81.883333,1617.593333,3180.076667,2.0,29.77,0.0,18.0
264,0.0,0.0,0.0,0.0,314.0,1111.483333,43.975,4377.573333,3897.3,2.0,76.71,0.0,2.0
265,426.666667,0.0,0.0,0.0,531.1,345.163333,0.0,418.0,606.81,2.0,28.1,0.0,6.0
266,585.0,0.0,0.0,0.0,538.333333,507.143333,0.0,101.49,140.523333,1.0,40.6,0.0,3.0
267,313.636364,0.0,0.0,0.0,703.67,826.243333,31.7,3599.78,3724.843333,1.0,22.84,0.0,9.0
268,178.888889,30.0,0.0,0.0,1205.21,0.186667,550.56,5445.033333,5802.33,0.0,68.25,210.856667,13.0
269,338.0,0.0,0.0,0.0,443.49,443.603333,0.0,0.266667,0.456667,1.0,54.92,0.0,2.0
270,0.0,0.0,0.0,0.0,732.383333,611.86,68.72,31079.446667,30975.183333,1.0,75.35,611.86,5.0
271,255.0,17.08625,81.845833,0.0,1032.396667,1046.066667,285.736667,682.513333,224.343333,3.0,29.11,0.0,33.0
272,0.0,0.0,0.0,0.0,2578.256667,2286.9,584.603333,4167.843333,83467.903333,2.0,83.76,786.9,12.0
273,188.888889,217.140909,577.355833,0.0,8557.306667,26304.616667,8407.203333,48029.423333,54856.76,7.0,41.27,93.38,176.0
274,0.0,0.0,0.0,0.0,2622.913333,5566.44,0.0,109539.273333,107367.95,2.0,68.35,0.0,3.0
275,0.0,64.725,241.116667,0.0,2393.95,1322.506667,258.896667,36069.266667,37960.256667,1.0,65.82,1322.506667,19.0
276,236.666667,102.845833,62.575,0.0,1159.233333,1205.906667,194.9,1147.123333,602.483333,1.0,45.1,0.0,36.0
277,150.833333,0.0,15.8,0.0,694.74,1131.746667,21.59,10381.926667,10543.786667,3.0,26.44,0.0,14.0
278,149.166667,19.0,6.0,0.0,555.153333,553.513333,0.0,0.67,47.76,1.0,27.72,0.0,7.0
279,457.5,0.0,0.0,0.0,4819.206667,1440.01,266.36,3248.75,3809.91,2.0,44.34,42311.803333,23.0
280,664.285714,45.6275,0.0,0.0,1050.046667,1322.0,0.0,708.436667,1236.526667,4.0,38.54,0.0,6.0
281,0.0,0.0,0.0,0.0,765.76,639.06,98.386667,1469.263333,27900.19,1.0,82.77,0.0,5.0
282,0.0,0.0,0.0,0.0,72.596667,664.713333,83.843333,2375.603333,2238.263333,1.0,32.3,0.0,2.0
283,0.0,0.0,0.0,0.0,1101.46,1560.886667,394.97,61813.746667,87549.16,2.0,60.46,0.0,7.0
284,0.0,0.0,0.0,0.0,903.33,602.553333,1148.043333,29477.52,29686.773333,1.0,70.92,628.83,4.0
285,260.0,127.153636,44.99625,0.0,1073.916667,1133.34,0.0,333.85,655.63,3.0,28.96,0.0,32.0
286,0.0,0.0,0.0,0.0,1335.3,886.9,608.78,702.886667,1056.346667,1.0,69.58,1533.903333,10.0
287,138.0,0.0,0.0,0.0,621.666667,618.333333,0.0,0.0,116.166667,1.0,38.12,0.0,2.0
288,0.0,0.0,0.0,0.0,4751.91,4683.806667,883.38,2357.87,1385.54,19.0,52.53,73442.56,45.0
289,137.142857,49.376667,11.8,0.0,352.706667,266.666667,161.43,316.653333,259.58,1.0,46.01,0.0,4.0
290,0.0,0.0,0.0,0.0,332.523333,1385.56,270.46,54341.183333,54381.95,1.0,45.94,6111.066667,5.0
291,0.0,0.0,0.0,0.0,3457.663333,6410.003333,5887.043333,39726.076667,269694.12,3.0,38.95,0.0,8.0
292,881.818182,10.0,0.0,0.0,3062.8,2316.63,558.426667,0.063333,206.476667,5.0,34.8,559.086667,20.0
293,0.0,0.0,0.0,0.0,450.296667,2123.73,65.836667,5388.486667,4835.386667,3.0,42.92,0.0,5.0
294,381.666667,110.024545,0.0,0.0,1261.97,1503.06,63.75,377.686667,2404.193333,5.0,34.36,0.0,28.0
295,0.0,0.0,0.0,0.0,15186.336667,14754.283333,583.863333,31268.67,33426.446667,4.0,74.66,0.0,10.0
296,473.333333,43.636364,27.25,0.0,2282.963333,2126.113333,284.186667,2340.123333,3435.15,2.0,37.01,67585.823333,39.0
297,844.166667,123.853333,105.85,0.0,2838.753333,2047.556667,1316.683333,2871.11,2238.066667,1.0,41.7,0.0,16.0
298,0.0,0.0,0.0,0.0,286.666667,286.843333,0.0,0.266667,4.19,1.0,47.02,0.0,1.0
299,554.545455,50.0,73.5,0.0,5630.436667,5704.286667,77.6,37462.783333,38271.71,3.0,55.96,0.0,14.0
300,750.0,57.575,284.123333,0.0,9764.506667,6007.646667,1371.08,9734.233333,10173.136667,10.0,49.87,155646.166667,126.0
301,0.0,0.0,0.0,0.0,1607.323333,2081.1,427.65,66559.61,66045.22,3.0,77.42,786.9,5.0
302,365.0,28.15,6.9,0.0,919.576667,785.12,34.91,497.16,451.42,2.0,21.31,0.0,25.0
303,0.0,0.0,0.0,0.0,946.376667,895.84,35.21,851.62,744.12,1.0,85.17,895.84,4.0
304,1001.666667,0.0,0.0,0.0,1181.666667,931.323333,0.0,2732.16,2920.026667,1.0,44.46,0.0,7.0
305,0.0,0.0,0.0,0.0,392.77,368.9,142.13,128.04,74.196667,1.0,84.61,0.0,4.0
306,1550.0,0.0,0.0,0.0,1160.176667,1467.436667,94.746667,2914.723333,3643.373333,4.0,89.41,0.0,8.0
307,0.0,0.0,0.0,0.0,696.713333,1010.796667,202.423333,33127.356667,38264.513333,3.0,94.02,0.0,4.0
308,0.0,0.0,0.0,0.0,6832.416667,8689.95,0.0,10826.783333,50561.846667,2.0,76.57,128.42,4.0
309,0.0,46.66,44.366667,0.0,2117.203333,1330.833333,329.81,2020.813333,13387.436667,4.0,66.49,802.03,12.0
310,2364.166667,0.0,174.75,6421.263333,12543.626667,17741.186667,5423.076667,17516.986667,30718.213333,6.0,68.42,110366.95,41.0
311,616.363636,31.111111,0.0,0.0,613.316667,409.346667,269.37,833.0,1100.056667,1.0,35.41,0.0,11.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.843333,0.0,50.49,0.0,0.0
313,451.0,35.0,6.0,0.0,903.956667,905.243333,112.84,-21.556667,104.583333,2.0,46.93,69.9,12.0
314,459.166667,46.25,47.8,0.0,1749.586667,1746.116667,683.766667,61.93,739.576667,3.0,63.79,3420.463333,37.0
315,0.0,0.0,0.0,0.0,1580.28,1037.823333,313.543333,4269.563333,124432.283333,3.0,47.85,14917.513333,14.0
316,0.0,0.0,0.0,0.0,3096.043333,3090.69,143.563333,146.453333,4639.953333,6.0,50.83,660.0,26.0
317,148.181818,69.10875,36.85,0.0,1648.33,1617.886667,124.903333,1298.783333,311.63,2.0,45.97,168380.773333,19.0
318,391.0,7.5,73.033333,0.0,1143.513333,1500.666667,4.545,5115.803333,5142.75,1.0,40.86,0.0,13.0
319,0.0,0.0,0.0,0.0,1033.276667,1001.04,105.805,394.716667,223.736667,2.0,86.21,1001.04,10.0
320,360.0,0.0,0.0,0.0,18557.45,22322.21,1080.696667,31932.036667,120377.786667,9.0,65.56,1.98,20.0
321,0.0,0.0,0.0,0.0,269.933333,287.816667,0.0,663.286667,1724.896667,2.0,19.2,0.0,3.0
322,600.0,0.0,0.0,0.0,808.656667,1113.926667,548.87,6804.686667,68094.473333,2.0,71.52,1178.846667,9.0
323,292.727273,47.95,20.583333,0.0,4379.973333,802.86,54.79,13338.183333,57668.39,2.0,35.97,359.166667,21.0
324,1075.0,117.279167,0.0,0.0,2926.136667,2165.43,639.91,44.173333,231.936667,4.0,30.51,0.0,29.0
325,0.0,0.0,0.0,0.0,745.0,850.266667,0.0,111.006667,86.736667,1.0,80.09,850.266667,3.0
326,0.0,0.0,0.0,0.0,1840.6,883.42,92.95,13769.696667,20058.256667,3.0,79.91,297.6,7.0
327,780.833333,61.25,38.274,0.0,7581.476667,7550.896667,898.763333,5781.43,6841.85,7.0,50.08,75653.3,45.0
328,194.0,24.998571,50.6,0.0,715.913333,888.416667,261.636667,2180.713333,1830.213333,2.0,76.01,850.266667,17.0
329,0.0,0.0,0.0,0.0,1032.28,878.203333,306.64,23414.573333,24703.793333,1.0,73.92,0.0,5.0
330,388.888889,340.0,0.0,0.0,1567.926667,1147.053333,1531.323333,49739.69,121731.276667,3.0,80.97,0.0,2.0
331,0.0,0.0,0.0,0.0,1704.226667,1044.503333,117.546667,-28.983333,63.176667,4.0,54.15,1334.986667,34.0
332,536.666667,31.227,66.42,0.0,777.493333,630.386667,62.753333,620.066667,260.503333,2.0,24.12,0.0,24.0
333,0.0,0.0,0.0,0.0,1567.966667,2250.646667,379.54,1823.313333,1460.05,2.0,65.88,1238.306667,32.0
334,383.333333,0.0,0.0,0.0,1028.05,1033.646667,0.0,25.716667,171.976667,2.0,40.91,0.0,5.0
335,0.0,0.0,0.0,0.0,3447.053333,1937.333333,3013.516667,1483.08,3751.75,3.0,52.56,12221.96,16.0
336,600.0,0.0,102.033333,0.0,2227.283333,2256.566667,268.673333,608.293333,554.276667,4.0,76.69,1312.616667,17.0
337,0.0,0.0,0.0,0.0,886.826667,878.493333,88.676667,118.6,108.316667,3.0,79.83,471.34,5.0
338,300.0,0.0,0.0,0.0,898.86,605.1,383.86,2830.6,2968.556667,1.0,86.56,605.1,3.0
339,400.0,0.0,0.0,0.0,4238.493333,4126.49,692.34,1234.086667,7794.873333,3.0,50.04,64055.413333,40.0
340,70.0,20.0,36.416667,0.0,409.763333,279.093333,30.065,4697.693333,4740.986667,1.0,30.08,0.0,4.0
341,0.0,0.0,57.0,0.0,1521.223333,2148.586667,65.19,817.763333,163.356667,3.0,58.52,1983.92,18.0
342,122.857143,16.2,18.926667,0.0,2073.663333,1376.78,586.6,575.026667,731.113333,3.0,59.8,37513.496667,33.0
343,184.0,0.0,0.0,0.0,388.576667,430.27,137.646667,189.35,175.81,1.0,57.73,0.0,4.0
344,210.0,37.883333,16.62,0.0,5385.57,5566.836667,495.813333,9313.506667,9143.016667,9.0,41.43,61016.28,62.0
345,254.285714,38.9,25.148,0.0,621.316667,579.086667,71.29,2907.05,3042.39,1.0,31.33,0.0,22.0
346,0.0,20.5125,0.0,0.0,2025.843333,1329.856667,84.565,40847.713333,41675.753333,3.0,78.75,0.0,3.0
347,848.333333,0.0,0.0,0.0,1101.666667,744.56,174.51,3167.166667,3030.09,3.0,67.42,637.7,21.0
348,616.666667,0.0,0.0,0.0,1472.283333,1666.036667,194.71,1454.066667,1850.373333,3.0,69.34,0.0,10.0
349,358.333333,107.465833,85.466667,0.0,2109.133333,2859.03,0.0,32815.713333,32201.576667,6.0,31.41,0.0,17.0
350,428.0,0.0,0.0,0.0,429.36,430.27,0.0,3.176667,4.12,1.0,38.59,0.0,2.0
351,94.0,20.0,0.0,0.0,2460.7,3502.48,0.0,9927.643333,14301.63,4.0,24.59,0.0,12.0
352,135.0,15.0,32.08,0.0,625.39,720.86,124.233333,699.523333,697.77,2.0,63.13,30.0,32.0
353,195.0,77.195833,63.291667,0.0,2136.0,2029.006667,1143.653333,1430.126667,1150.543333,4.0,40.92,28322.89,16.0
354,0.0,0.0,0.0,0.0,536.526667,435.936667,0.0,-253.833333,126.293333,1.0,58.16,2468.883333,7.0
355,0.0,0.0,0.0,0.0,5.0,88.786667,0.0,1390.03,1423.933333,0.0,36.36,0.0,0.0
356,0.0,0.0,0.0,0.0,3033.886667,2606.773333,573.3,20964.593333,115362.77,3.0,66.5,2028.2,22.0
357,446.0,25.0,0.0,0.0,79.95,57.366667,19.95,176.486667,1218.39,0.0,24.89,0.0,2.0
358,0.0,0.0,0.0,0.0,14763.226667,13647.663333,321.933333,26578.52,191162.44,4.0,84.03,0.0,13.0
359,0.0,0.0,81.35,0.0,33333.333333,28027.446667,52.31,36948.553333,91022.42,2.0,62.33,0.0,1.0
360,1719.166667,49.248,43.266667,0.0,33400.393333,3708.656667,886.373333,29411.9,47064.103333,3.0,54.08,23754.376667,65.0
361,0.0,0.0,0.0,0.0,2054.05,1846.433333,371.133333,298.326667,298.076667,4.0,81.62,806.8,17.0
362,0.0,0.0,0.0,0.0,117601.12,117796.806667,39.48,10446.363333,56033.173333,4.0,80.47,637.7,6.0
363,0.0,0.0,0.0,0.0,763.0,763.14,0.0,0.513333,459.786667,1.0,73.36,0.0,2.0
364,0.0,0.0,0.0,0.0,1090.51,864.23,108.24,943.943333,1056.726667,1.0,79.36,864.23,3.0
365,0.0,0.0,0.0,0.0,652.49,670.79,486.506667,14630.136667,14907.106667,1.0,56.58,0.0,4.0
366,592.5,0.0,0.0,0.0,1328.49,1575.03,481.7,1838.406667,45523.95,4.0,65.22,3131.48,17.0
367,0.0,0.0,0.0,0.0,1484.953333,1496.54,99.96,23.656667,42.85,4.0,24.92,519.466667,4.0
368,471.428571,85.341667,40.7375,0.0,4129.586667,2231.2,33994.123333,3402.076667,8207.623333,2.0,59.88,12654.913333,17.0
369,0.0,0.0,0.0,0.0,4032.473333,2537.276667,171.36,6273.51,26806.2,4.0,60.84,0.0,11.0
370,513.333333,19.815,0.0,0.0,1294.146667,1287.113333,157.73,87.23,4408.81,2.0,41.7,0.0,10.0
371,0.0,40.833333,0.0,0.0,659.77,318.936667,62.313333,19491.103333,33733.47,1.0,40.96,0.0,22.0
372,0.0,0.0,0.0,0.0,432.916667,490.27,0.0,94.946667,251.86,1.0,47.1,0.0,4.0
373,284.166667,84.168333,82.835,0.0,1437.186667,1370.733333,309.736667,72.85,254.216667,2.0,22.77,0.0,16.0
374,430.0,0.0,0.0,0.0,1655.83,1422.333333,613.293333,45152.993333,60310.45,2.0,49.85,8001.396667,21.0
375,510.909091,45.744545,131.79875,0.0,611.663333,638.363333,0.0,27.646667,143.786667,1.0,24.79,0.0,20.0
376,0.0,0.0,0.0,0.0,3002.01,2103.6,620.503333,60084.41,61210.506667,2.0,61.94,0.0,11.0
377,761.666667,0.0,125.625,0.0,1918.333333,1729.076667,149.633333,726.91,622.556667,3.0,55.04,28988.386667,23.0
378,0.0,0.0,0.0,0.0,1108.333333,872.7,0.0,409.05,171.353333,2.0,50.84,0.0,3.0
379,0.0,0.0,0.0,0.0,759.473333,637.7,60.393333,2438.733333,2722.6,1.0,88.91,0.0,3.0
380,255.0,17.01875,57.75,0.0,1250.806667,1250.0,117.84,117.326667,449.183333,1.0,33.82,5384.793333,38.0
381,250.0,65.0,127.766667,0.0,2253.32,2750.0,4563.766667,3732.446667,4895.643333,2.0,42.25,0.0,5.0
382,526.363636,0.0,0.0,0.0,432.706667,430.27,0.0,1.06,73.19,1.0,45.2,0.0,7.0
383,0.0,0.0,0.0,0.0,1091.72,1090.786667,138.006667,14.826667,48.566667,2.0,55.0,0.0,12.0
384,320.0,0.0,92.9225,0.0,193.693333,193.336667,0.0,0.2,16.496667,2.0,21.34,0.0,10.0
385,203.0,52.94,0.0,0.0,1486.34,925.333333,267.44,6087.26,10799.646667,3.0,71.04,185.18,20.0
386,275.0,34.6,66.38,0.0,5314.856667,4898.713333,1478.003333,10044.086667,8579.09,5.0,37.16,253.306667,52.0
387,305.833333,0.0,18.63,0.0,649.266667,595.583333,340.046667,234.153333,79.773333,6.0,45.69,108.806667,11.0
388,473.636364,67.829091,100.0,0.0,7677.203333,6927.34,434.23,7878.806667,38717.58,4.0,56.5,232.555,31.0
389,120.0,0.0,0.0,0.0,435.556667,604.236667,110.17,820.1,776.12,2.0,49.13,0.0,6.0
390,0.0,26.333333,58.875,0.0,2448.953333,2201.25,418.03,5192.46,22680.613333,5.0,80.28,112.436667,11.0
391,943.333333,81.753636,217.95,0.0,3871.21,3284.18,515.386667,15865.816667,16288.99,2.0,67.81,0.0,42.0
392,360.0,20.0,120.275,0.0,17.966667,100.0,0.0,51.61,5.63,0.0,39.42,48.39,2.0
393,395.714286,128.7575,110.5,0.0,1174.906667,1542.713333,651.316667,3650.976667,157866.24,1.0,43.32,0.0,19.0
394,177.5,35.3,8.2,0.0,474.943333,480.46,102.59,33.126667,81.68,3.0,40.43,0.0,16.0
395,271.818182,51.673333,0.0,0.0,1324.846667,1323.02,292.41,47.093333,219.21,2.0,41.39,0.0,13.0
396,478.333333,77.341667,48.01125,0.0,6494.396667,6173.97,2461.32,1481.68,12387.246667,10.0,54.59,136.266667,47.0
397,0.0,0.0,0.0,0.0,1247.86,1096.966667,59.986667,5726.64,5926.403333,2.0,84.18,605.1,5.0
398,0.0,0.0,0.0,11564.455,2341.675,601.265,100.89,428.875,219.48,2.0,32.23,17003.14,18.0
399,0.0,0.0,0.0,0.0,5437.023333,2731.526667,5185.0,5848.35,5360.18,3.0,32.83,50897.813333,6.0
400,201.111111,113.215,125.432222,0.0,11582.82,2734.14,154.383333,18707.326667,26035.643333,4.0,36.76,85335.816667,41.0
401,1194.166667,0.0,70.7125,0.0,2719.376667,2262.036667,283.965,1888.386667,12160.296667,2.0,38.58,957.833333,24.0
402,343.0,0.0,0.0,0.0,1228.31,997.253333,498.586667,3.456667,65.206667,1.0,74.15,7841.493333,4.0
403,0.0,0.0,0.0,0.0,1314.13,1413.39,263.43,19715.18,84996.063333,3.0,86.67,0.0,9.0
404,585.833333,0.0,0.0,0.0,431.666667,430.266667,0.0,2.156667,64.106667,1.0,50.15,0.0,4.0
405,0.0,0.0,0.0,0.0,938.05,678.9,49.206667,2387.043333,2989.763333,1.0,80.54,948.163333,17.0
406,0.0,0.0,0.0,0.0,1647.22,1952.893333,4313.623333,2677.5,130822.893333,6.0,64.83,918.05,8.0
407,428.181818,74.027,47.65,0.0,2343.91,2358.39,971.373333,71197.49,91013.923333,4.0,74.12,1819.57,24.0
408,0.0,0.0,0.0,0.0,2142.673333,2952.163333,28.9,3752.806667,3450.88,2.0,76.77,0.0,3.0
409,290.0,0.0,143.333333,0.0,2265.716667,2994.953333,1001.886667,972.73,536.443333,5.0,24.25,0.0,24.0
410,160.0,90.075833,124.114167,0.0,3703.94,3794.96,336.29,4784.52,4224.42,2.0,40.46,0.0,24.0
411,0.0,0.0,0.0,0.0,536.13,1251.8,35.116667,7979.82,7292.036667,3.0,73.07,1251.8,3.0
412,318.333333,0.0,37.858,0.0,1965.986667,1794.896667,387.656667,622.57,1067.883333,3.0,49.17,7730.366667,38.0
413,231.111111,26.94375,36.64,0.0,0.45,0.0,0.0,0.0,0.67,0.0,27.12,0.0,0.0
414,244.166667,38.758333,40.8,0.0,3744.936667,2445.796667,295.686667,440.743333,4840.796667,2.0,36.3,79735.473333,43.0
415,0.0,0.0,0.0,0.0,0.0,809.86,0.0,2740.19,2513.27,1.0,8.29,0.0,0.0
416,244.545455,63.096364,44.46,0.0,1292.496667,1295.753333,48.945,12231.916667,19604.99,1.0,30.88,53.5,29.0
417,190.909091,0.0,0.0,0.0,925.08,850.266667,39.143333,625.133333,364.516667,1.0,78.38,2449.166667,5.0
418,497.5,60.699167,54.922,0.0,3551.77,3457.91,648.336667,1140.286667,660.723333,5.0,39.46,20250.77,76.0
419,0.0,39.213333,0.0,0.0,1307.26,968.87,120.9,3125.023333,3994.37,3.0,70.47,810.853333,10.0
420,747.0,25.0,0.0,0.0,152.886667,177.66,107.04,48.37,96.433333,2.0,47.92,2434.76,3.0
421,152.5,23.68,52.216667,0.0,917.746667,790.863333,313.033333,28.316667,214.043333,2.0,49.06,0.0,25.0
422,852.5,78.604,0.0,0.0,1372.003333,1369.736667,50.1,641.696667,171.43,4.0,29.46,0.0,13.0
423,391.666667,0.0,0.0,0.0,1162.313333,1161.06,0.0,21.18,92.426667,3.0,73.43,841.773333,6.0
424,0.0,0.0,0.0,0.0,2003.416667,2034.953333,178.75,87.696667,536.796667,3.0,11.46,0.0,43.0
425,523.75,59.720909,0.0,0.0,1128.363333,1081.703333,354.483333,434.666667,736.77,2.0,49.58,0.0,28.0
426,493.333333,28.333333,0.0,0.0,863.503333,1543.66,53.246667,5863.593333,6381.083333,3.0,45.58,27732.223333,18.0
427,743.75,0.0,15.35,0.0,1831.066667,1830.746667,1516.47,281.143333,274.07,7.0,64.86,2550.7,20.0
428,0.0,0.0,0.0,0.0,1130.283333,849.033333,249.843333,2997.373333,3587.99,2.0,66.95,0.0,10.0
429,248.888889,142.126667,44.755556,0.0,1502.123333,1156.833333,489.38,50.396667,380.833333,2.0,44.07,3414.92,31.0
430,260.0,44.543,94.821667,0.0,1392.926667,1061.946667,0.0,13837.54,14126.853333,2.0,31.41,0.0,13.0
431,710.0,0.0,25.24,0.0,798.463333,533.68,176.893333,3114.296667,9057.28,1.0,30.36,0.0,13.0
432,0.0,0.0,0.0,0.0,618.476667,730.513333,1520.213333,15472.68,15884.096667,1.0,64.81,163.786667,8.0
433,185.0,12.434,15.301667,0.0,576.723333,338.613333,140.916667,5977.85,7144.633333,4.0,27.88,0.0,23.0
434,1049.166667,0.0,0.0,0.0,2121.496667,2348.733333,97.386667,1835.103333,7325.07,3.0,71.29,2348.733333,19.0
435,0.0,0.0,0.0,0.0,594.12,416.78,21.913333,2803.17,2675.85,2.0,48.19,0.0,8.0
436,220.909091,30.0,103.72,0.0,6942.11,5040.976667,605.196667,16522.63,29961.31,2.0,36.02,106814.87,53.0
437,339.0,60.0,58.19,0.0,1455.54,1321.696667,55.29,2345.36,3592.78,2.0,35.27,0.0,14.0
438,0.0,0.0,0.0,0.0,1855.276667,1365.273333,388.506667,3055.296667,3412.92,2.0,52.34,0.0,8.0
439,969.166667,30.045,41.32,0.0,50.15,0.0,0.0,-693.69,1356.11,0.0,32.69,17296.31,2.0
440,0.0,0.0,0.0,0.0,998.1,970.686667,112.053333,232.33,528.343333,2.0,78.9,656.03,6.0
441,831.666667,104.213636,63.018571,0.0,446.616667,66.22,910.033333,13771.13,13974.423333,0.0,38.16,0.0,8.0
442,35.0,18.75,15.15,0.0,848.316667,891.643333,6.99,1296.876667,991.53,2.0,21.4,0.0,17.0
443,0.0,0.0,0.0,0.0,215.74,216.666667,94.94,35.983333,45.963333,1.0,46.31,0.0,2.0
444,0.0,0.0,0.0,0.0,761.386667,873.73,48.376667,1813.366667,1863.823333,1.0,35.01,0.0,4.0
445,123.0,0.0,0.0,0.0,831.533333,1074.303333,114.673333,305.123333,120.956667,2.0,52.29,1450.083333,6.0
446,751.0,0.0,0.0,0.0,870.096667,498.96,103.596667,395.043333,747.866667,1.0,48.62,0.0,10.0
447,0.0,0.0,0.0,0.0,708.056667,384.066667,64.17,5110.736667,5133.753333,1.0,83.07,0.0,2.0
448,0.0,0.0,0.0,0.0,3162.42,2959.203333,1471.23,2729.616667,2304.68,2.0,46.95,112123.103333,16.0
449,420.833333,0.0,54.9,0.0,2988.81,2865.346667,982.736667,19.033333,2491.006667,4.0,30.49,111357.593333,32.0
450,353.333333,24.0,19.95,0.0,1495.773333,1950.233333,558.09,2163.226667,17017.033333,2.0,45.81,72.0,22.0
451,20.0,57.272727,24.2,0.0,0.0,0.0,156.98,0.0,0.0,0.0,43.89,0.0,0.0
452,0.0,0.0,0.0,0.0,538.66,538.92,42.27,8.89,92.11,1.0,19.25,0.0,16.0
453,0.0,0.0,0.0,0.0,5168.796667,4777.346667,1408.756667,484.326667,1776.896667,5.0,56.04,60867.273333,34.0
454,0.0,0.0,0.0,0.0,281.163333,483.603333,31.46,5476.323333,6629.6,2.0,27.33,0.0,2.0
455,390.833333,0.0,0.0,0.0,663.516667,689.856667,44.956667,2296.396667,2103.043333,2.0,57.45,0.0,12.0
